"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Lorain County, OH"	"39093"	"2006"	"2006"	25	297259	8.4	8.5
	"Lorain County, OH"	"39093"	"2007"	"2007"	35	298609	11.7	11.0
	"Lorain County, OH"	"39093"	"2008"	"2008"	25	299814	8.3	8.7
	"Lorain County, OH"	"39093"	"2009"	"2009"	33	300893	11.0	11.1
	"Lorain County, OH"	"39093"	"2010"	"2010"	40	301356	13.3	12.6
	"Lorain County, OH"	"39093"	"2011"	"2011"	38	301614	12.6	12.6
	"Lorain County, OH"	"39093"	"2012"	"2012"	76	301478	25.2	26.3
	"Lorain County, OH"	"39093"	"2013"	"2013"	86	302827	28.4	30.6
	"Lorain County, OH"	"39093"	"2014"	"2014"	79	304216	26.0	27.8
	"Lorain County, OH"	"39093"	"2015"	"2015"	72	305147	23.6	24.6
	"Lorain County, OH"	"39093"	"2016"	"2016"	151	306365	49.3	53.7
	"Lorain County, OH"	"39093"	"2017"	"2017"	142	307924	46.1	48.6
	"Lorain County, OH"	"39093"	"2018"	"2018"	108	309461	34.9	36.8
	"Lucas County, OH"	"39095"	"1999"	"1999"	28	455515	6.1	6.3
	"Lucas County, OH"	"39095"	"2000"	"2000"	45	455054	9.9	10.1
	"Lucas County, OH"	"39095"	"2001"	"2001"	33	454855	7.3	7.5
	"Lucas County, OH"	"39095"	"2002"	"2002"	46	454240	10.1	10.3
	"Lucas County, OH"	"39095"	"2003"	"2003"	35	453778	7.7	7.8
	"Lucas County, OH"	"39095"	"2004"	"2004"	44	451255	9.8	9.9
	"Lucas County, OH"	"39095"	"2005"	"2005"	71	449224	15.8	16.2
	"Lucas County, OH"	"39095"	"2006"	"2006"	62	446769	13.9	14.1
	"Lucas County, OH"	"39095"	"2007"	"2007"	91	445482	20.4	20.2
	"Lucas County, OH"	"39095"	"2008"	"2008"	84	443909	18.9	19.0
	"Lucas County, OH"	"39095"	"2009"	"2009"	45	442603	10.2	10.1
	"Lucas County, OH"	"39095"	"2010"	"2010"	64	441815	14.5	15.3
	"Lucas County, OH"	"39095"	"2011"	"2011"	68	440005	15.5	15.5
	"Lucas County, OH"	"39095"	"2012"	"2012"	103	437998	23.5	24.3
	"Lucas County, OH"	"39095"	"2013"	"2013"	79	436393	18.1	18.7
	"Lucas County, OH"	"39095"	"2014"	"2014"	122	435286	28.0	28.7
	"Lucas County, OH"	"39095"	"2015"	"2015"	129	433689	29.7	31.0
	"Lucas County, OH"	"39095"	"2016"	"2016"	173	432488	40.0	43.3
	"Lucas County, OH"	"39095"	"2017"	"2017"	174	430887	40.4	43.8
	"Lucas County, OH"	"39095"	"2018"	"2018"	178	429899	41.4	43.7
	"Madison County, OH"	"39097"	"1999"	"1999"	Suppressed	40299	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2000"	"2000"	Suppressed	40213	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2001"	"2001"	Suppressed	40256	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2002"	"2002"	Suppressed	40539	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2003"	"2003"	Suppressed	40879	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2004"	"2004"	Suppressed	41122	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2005"	"2005"	Suppressed	41292	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2006"	"2006"	Suppressed	41865	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2007"	"2007"	11	42392	Unreliable	Unreliable
	"Madison County, OH"	"39097"	"2008"	"2008"	Suppressed	43163	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2009"	"2009"	Suppressed	43353	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2010"	"2010"	11	43435	Unreliable	Unreliable
	"Madison County, OH"	"39097"	"2011"	"2011"	Suppressed	43401	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2012"	"2012"	Suppressed	43053	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2013"	"2013"	Suppressed	43277	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2014"	"2014"	Suppressed	43918	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2015"	"2015"	Suppressed	44094	Suppressed	Suppressed
	"Madison County, OH"	"39097"	"2016"	"2016"	18	43419	Unreliable	Unreliable
	"Madison County, OH"	"39097"	"2017"	"2017"	21	44036	47.7	47.9
	"Madison County, OH"	"39097"	"2018"	"2018"	Suppressed	44413	Suppressed	Suppressed
	"Mahoning County, OH"	"39099"	"1999"	"1999"	11	259145	Unreliable	Unreliable
	"Mahoning County, OH"	"39099"	"2000"	"2000"	16	257555	Unreliable	Unreliable
	"Mahoning County, OH"	"39099"	"2001"	"2001"	18	255264	Unreliable	Unreliable
	"Mahoning County, OH"	"39099"	"2002"	"2002"	16	252998	Unreliable	Unreliable
	"Mahoning County, OH"	"39099"	"2003"	"2003"	21	251696	8.3	8.6
	"Mahoning County, OH"	"39099"	"2004"	"2004"	20	249825	8.0	8.6
	"Mahoning County, OH"	"39099"	"2005"	"2005"	37	247702	14.9	15.3
	"Mahoning County, OH"	"39099"	"2006"	"2006"	32	246112	13.0	14.2
	"Mahoning County, OH"	"39099"	"2007"	"2007"	33	243453	13.6	14.7
	"Mahoning County, OH"	"39099"	"2008"	"2008"	48	241572	19.9	19.6
	"Mahoning County, OH"	"39099"	"2009"	"2009"	32	240050	13.3	14.1
	"Mahoning County, OH"	"39099"	"2010"	"2010"	56	238823	23.4	25.4
	"Mahoning County, OH"	"39099"	"2011"	"2011"	52	237270	21.9	22.6
	"Mahoning County, OH"	"39099"	"2012"	"2012"	50	235145	21.3	22.6
	"Mahoning County, OH"	"39099"	"2013"	"2013"	50	233869	21.4	23.8
	"Mahoning County, OH"	"39099"	"2014"	"2014"	52	233204	22.3	23.5
	"Mahoning County, OH"	"39099"	"2015"	"2015"	66	231900	28.5	30.1
	"Mahoning County, OH"	"39099"	"2016"	"2016"	89	230008	38.7	42.5
	"Mahoning County, OH"	"39099"	"2017"	"2017"	120	229796	52.2	55.6
	"Mahoning County, OH"	"39099"	"2018"	"2018"	104	229642	45.3	49.7
	"Marion County, OH"	"39101"	"1999"	"1999"	Suppressed	66533	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2000"	"2000"	Suppressed	66217	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2001"	"2001"	Suppressed	66156	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2002"	"2002"	Suppressed	66188	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2003"	"2003"	Suppressed	66372	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2004"	"2004"	Suppressed	66361	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2005"	"2005"	10	66468	Unreliable	Unreliable
	"Marion County, OH"	"39101"	"2006"	"2006"	Suppressed	66345	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2007"	"2007"	Suppressed	66487	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2008"	"2008"	Suppressed	66840	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2009"	"2009"	Suppressed	66497	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2010"	"2010"	Suppressed	66501	Suppressed	Suppressed
	"Marion County, OH"	"39101"	"2011"	"2011"	13	66212	Unreliable	Unreliable
	"Marion County, OH"	"39101"	"2012"	"2012"	20	66238	30.2	30.8
	"Marion County, OH"	"39101"	"2013"	"2013"	19	65905	Unreliable	Unreliable
	"Marion County, OH"	"39101"	"2014"	"2014"	27	65720	41.1	41.3
	"Marion County, OH"	"39101"	"2015"	"2015"	24	65355	36.7	39.4
	"Marion County, OH"	"39101"	"2016"	"2016"	29	65096	44.5	46.3
	"Marion County, OH"	"39101"	"2017"	"2017"	34	64967	52.3	57.4
	"Marion County, OH"	"39101"	"2018"	"2018"	30	65256	46.0	51.4
	"Medina County, OH"	"39103"	"1999"	"1999"	Suppressed	149137	Suppressed	Suppressed
	"Medina County, OH"	"39103"	"2000"	"2000"	Suppressed	151095	Suppressed	Suppressed
	"Medina County, OH"	"39103"	"2001"	"2001"	Suppressed	154363	Suppressed	Suppressed
	"Medina County, OH"	"39103"	"2002"	"2002"	Suppressed	157502	Suppressed	Suppressed
	"Medina County, OH"	"39103"	"2003"	"2003"	Suppressed	160325	Suppressed	Suppressed
	"Medina County, OH"	"39103"	"2004"	"2004"	Suppressed	163048	Suppressed	Suppressed
	"Medina County, OH"	"39103"	"2005"	"2005"	10	164953	Unreliable	Unreliable
	"Medina County, OH"	"39103"	"2006"	"2006"	11	167298	Unreliable	Unreliable
	"Medina County, OH"	"39103"	"2007"	"2007"	Suppressed	168775	Suppressed	Suppressed
	"Medina County, OH"	"39103"	"2008"	"2008"	14	170330	Unreliable	Unreliable
	"Medina County, OH"	"39103"	"2009"	"2009"	15	171688	Unreliable	Unreliable
	"Medina County, OH"	"39103"	"2010"	"2010"	14	172332	Unreliable	Unreliable
	"Medina County, OH"	"39103"	"2011"	"2011"	18	173262	Unreliable	Unreliable
	"Medina County, OH"	"39103"	"2012"	"2012"	19	173684	Unreliable	Unreliable
	"Medina County, OH"	"39103"	"2013"	"2013"	17	174915	Unreliable	Unreliable
	"Medina County, OH"	"39103"	"2014"	"2014"	20	176029	11.4	12.1
	"Medina County, OH"	"39103"	"2015"	"2015"	37	176395	21.0	23.1
	"Medina County, OH"	"39103"	"2016"	"2016"	46	177221	26.0	29.1
	"Medina County, OH"	"39103"	"2017"	"2017"	51	178371	28.6	32.6
	"Medina County, OH"	"39103"	"2018"	"2018"	40	179146	22.3	26.5
	"Meigs County, OH"	"39105"	"1999"	"1999"	Suppressed	23209	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2000"	"2000"	Suppressed	23072	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2001"	"2001"	Suppressed	23119	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2002"	"2002"	Suppressed	23305	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2003"	"2003"	Suppressed	23441	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2004"	"2004"	Suppressed	23506	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2005"	"2005"	Suppressed	23588	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2006"	"2006"	Suppressed	23586	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2007"	"2007"	Suppressed	23612	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2008"	"2008"	Suppressed	23534	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2009"	"2009"	Suppressed	23770	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2010"	"2010"	Suppressed	23770	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2011"	"2011"	Suppressed	23680	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2012"	"2012"	Suppressed	23593	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2013"	"2013"	Suppressed	23496	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2014"	"2014"	Suppressed	23331	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2015"	"2015"	Suppressed	23257	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2016"	"2016"	Suppressed	23125	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2017"	"2017"	Suppressed	23080	Suppressed	Suppressed
	"Meigs County, OH"	"39105"	"2018"	"2018"	16	23106	Unreliable	Unreliable
	"Mercer County, OH"	"39107"	"1999"	"1999"	Suppressed	40958	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2000"	"2000"	Suppressed	40924	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2001"	"2001"	Suppressed	40819	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2002"	"2002"	Suppressed	40843	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2003"	"2003"	Suppressed	40841	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2004"	"2004"	Suppressed	40889	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2005"	"2005"	Suppressed	40967	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2006"	"2006"	Suppressed	41063	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2007"	"2007"	Suppressed	41055	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2008"	"2008"	Suppressed	41022	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2009"	"2009"	Suppressed	40855	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2010"	"2010"	Suppressed	40814	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2011"	"2011"	Suppressed	40838	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2012"	"2012"	Suppressed	40875	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2013"	"2013"	Suppressed	40784	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2014"	"2014"	Suppressed	40831	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2015"	"2015"	Suppressed	40968	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2016"	"2016"	Suppressed	40909	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2017"	"2017"	Suppressed	40873	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	"2018"	"2018"	Suppressed	40959	Suppressed	Suppressed
	"Miami County, OH"	"39109"	"1999"	"1999"	Suppressed	98587	Suppressed	Suppressed
	"Miami County, OH"	"39109"	"2000"	"2000"	Suppressed	98868	Suppressed	Suppressed
	"Miami County, OH"	"39109"	"2001"	"2001"	Suppressed	99300	Suppressed	Suppressed
	"Miami County, OH"	"39109"	"2002"	"2002"	12	99579	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2003"	"2003"	Suppressed	100120	Suppressed	Suppressed
	"Miami County, OH"	"39109"	"2004"	"2004"	10	100775	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2005"	"2005"	16	101564	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2006"	"2006"	Suppressed	102028	Suppressed	Suppressed
	"Miami County, OH"	"39109"	"2007"	"2007"	15	102130	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2008"	"2008"	24	102430	23.4	23.5
	"Miami County, OH"	"39109"	"2009"	"2009"	10	102526	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2010"	"2010"	15	102506	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2011"	"2011"	17	102857	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2012"	"2012"	16	103060	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2013"	"2013"	15	103439	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2014"	"2014"	20	103900	19.2	21.2
	"Miami County, OH"	"39109"	"2015"	"2015"	17	104224	Unreliable	Unreliable
	"Miami County, OH"	"39109"	"2016"	"2016"	40	104679	38.2	42.8
	"Miami County, OH"	"39109"	"2017"	"2017"	45	105122	42.8	50.3
	"Miami County, OH"	"39109"	"2018"	"2018"	29	106222	27.3	32.2
	"Monroe County, OH"	"39111"	"1999"	"1999"	Suppressed	15233	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2000"	"2000"	Suppressed	15180	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2001"	"2001"	Suppressed	15107	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2002"	"2002"	Suppressed	15006	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2003"	"2003"	Suppressed	15048	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2004"	"2004"	Suppressed	15113	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2005"	"2005"	Suppressed	14943	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2006"	"2006"	Suppressed	14818	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2007"	"2007"	Suppressed	14774	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2008"	"2008"	Suppressed	14833	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2009"	"2009"	Suppressed	14742	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2010"	"2010"	Suppressed	14642	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2011"	"2011"	Suppressed	14585	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2012"	"2012"	Suppressed	14549	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2013"	"2013"	Suppressed	14585	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2014"	"2014"	Suppressed	14465	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2015"	"2015"	Suppressed	14409	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2016"	"2016"	Suppressed	14210	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2017"	"2017"	Suppressed	13946	Suppressed	Suppressed
	"Monroe County, OH"	"39111"	"2018"	"2018"	Suppressed	13790	Suppressed	Suppressed
	"Montgomery County, OH"	"39113"	"1999"	"1999"	75	561944	13.3	13.5
	"Montgomery County, OH"	"39113"	"2000"	"2000"	69	559062	12.3	12.5
	"Montgomery County, OH"	"39113"	"2001"	"2001"	82	555536	14.8	15.1
	"Montgomery County, OH"	"39113"	"2002"	"2002"	124	553170	22.4	22.8
	"Montgomery County, OH"	"39113"	"2003"	"2003"	57	551742	10.3	10.6
	"Montgomery County, OH"	"39113"	"2004"	"2004"	145	549713	26.4	26.6
	"Montgomery County, OH"	"39113"	"2005"	"2005"	139	546979	25.4	25.6
	"Montgomery County, OH"	"39113"	"2006"	"2006"	152	543620	28.0	28.1
	"Montgomery County, OH"	"39113"	"2007"	"2007"	147	540667	27.2	27.9
	"Montgomery County, OH"	"39113"	"2008"	"2008"	169	537664	31.4	32.1
	"Montgomery County, OH"	"39113"	"2009"	"2009"	107	535294	20.0	20.7
	"Montgomery County, OH"	"39113"	"2010"	"2010"	135	535153	25.2	25.9
	"Montgomery County, OH"	"39113"	"2011"	"2011"	135	537602	25.1	25.2
	"Montgomery County, OH"	"39113"	"2012"	"2012"	175	534325	32.8	33.4
	"Montgomery County, OH"	"39113"	"2013"	"2013"	220	535846	41.1	43.5
	"Montgomery County, OH"	"39113"	"2014"	"2014"	270	533116	50.6	54.0
	"Montgomery County, OH"	"39113"	"2015"	"2015"	266	532258	50.0	54.3
	"Montgomery County, OH"	"39113"	"2016"	"2016"	332	531239	62.5	67.4
	"Montgomery County, OH"	"39113"	"2017"	"2017"	541	531542	101.8	110.2
	"Montgomery County, OH"	"39113"	"2018"	"2018"	307	532331	57.7	62.0
	"Morgan County, OH"	"39115"	"1999"	"1999"	Suppressed	14843	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2000"	"2000"	Suppressed	14897	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2001"	"2001"	Suppressed	14942	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2002"	"2002"	Suppressed	14917	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2003"	"2003"	Suppressed	14999	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2004"	"2004"	Suppressed	15130	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2005"	"2005"	Suppressed	15216	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2006"	"2006"	Suppressed	15189	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2007"	"2007"	Suppressed	15175	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2008"	"2008"	Suppressed	15104	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2009"	"2009"	Suppressed	15073	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2010"	"2010"	Suppressed	15054	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2011"	"2011"	Suppressed	15034	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2012"	"2012"	Suppressed	14911	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2013"	"2013"	Suppressed	14904	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2014"	"2014"	Suppressed	14843	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2015"	"2015"	Suppressed	14777	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2016"	"2016"	Suppressed	14804	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2017"	"2017"	Suppressed	14709	Suppressed	Suppressed
	"Morgan County, OH"	"39115"	"2018"	"2018"	Suppressed	14604	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"1999"	"1999"	Suppressed	31198	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2000"	"2000"	Suppressed	31628	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2001"	"2001"	Suppressed	32438	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2002"	"2002"	Suppressed	32955	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2003"	"2003"	Suppressed	33524	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2004"	"2004"	Suppressed	34025	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2005"	"2005"	Suppressed	34271	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2006"	"2006"	Suppressed	34561	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2007"	"2007"	Suppressed	34937	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2008"	"2008"	Suppressed	34877	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2009"	"2009"	Suppressed	34907	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2010"	"2010"	Suppressed	34827	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2011"	"2011"	Suppressed	34855	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2012"	"2012"	Suppressed	34938	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2013"	"2013"	Suppressed	35033	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2014"	"2014"	Suppressed	35152	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2015"	"2015"	Suppressed	35074	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2016"	"2016"	Suppressed	35036	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	"2017"	"2017"	12	34994	Unreliable	Unreliable
	"Morrow County, OH"	"39117"	"2018"	"2018"	Suppressed	35112	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"1999"	"1999"	Suppressed	84388	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2000"	"2000"	Suppressed	84585	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2001"	"2001"	Suppressed	84789	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2002"	"2002"	Suppressed	85247	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2003"	"2003"	Suppressed	85418	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2004"	"2004"	14	85589	Unreliable	Unreliable
	"Muskingum County, OH"	"39119"	"2005"	"2005"	Suppressed	85696	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2006"	"2006"	15	86023	Unreliable	Unreliable
	"Muskingum County, OH"	"39119"	"2007"	"2007"	Suppressed	85939	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2008"	"2008"	Suppressed	85874	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2009"	"2009"	Suppressed	85779	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2010"	"2010"	Suppressed	86074	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2011"	"2011"	Suppressed	86237	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2012"	"2012"	12	85950	Unreliable	Unreliable
	"Muskingum County, OH"	"39119"	"2013"	"2013"	14	85231	Unreliable	Unreliable
	"Muskingum County, OH"	"39119"	"2014"	"2014"	Suppressed	85818	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	"2015"	"2015"	15	86290	Unreliable	Unreliable
	"Muskingum County, OH"	"39119"	"2016"	"2016"	11	86068	Unreliable	Unreliable
	"Muskingum County, OH"	"39119"	"2017"	"2017"	23	86149	26.7	31.1
	"Muskingum County, OH"	"39119"	"2018"	"2018"	41	86183	47.6	52.7
	"Noble County, OH"	"39121"	"1999"	"1999"	Suppressed	14009	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2000"	"2000"	Suppressed	14058	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2001"	"2001"	Suppressed	13857	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2002"	"2002"	Suppressed	13931	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2003"	"2003"	Suppressed	14221	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2004"	"2004"	Suppressed	14352	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2005"	"2005"	Suppressed	14210	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2006"	"2006"	Suppressed	14616	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2007"	"2007"	Suppressed	14614	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2008"	"2008"	Suppressed	14653	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2009"	"2009"	Suppressed	14649	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2010"	"2010"	Suppressed	14645	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2011"	"2011"	Suppressed	14702	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2012"	"2012"	Suppressed	14579	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2013"	"2013"	Suppressed	14628	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2014"	"2014"	Suppressed	14363	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2015"	"2015"	Suppressed	14326	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2016"	"2016"	Suppressed	14294	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2017"	"2017"	Suppressed	14406	Suppressed	Suppressed
	"Noble County, OH"	"39121"	"2018"	"2018"	Suppressed	14354	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"1999"	"1999"	Suppressed	41017	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2000"	"2000"	Suppressed	40985	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2001"	"2001"	Suppressed	41015	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2002"	"2002"	Suppressed	41029	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2003"	"2003"	Suppressed	41329	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2004"	"2004"	Suppressed	41564	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2005"	"2005"	Suppressed	41629	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2006"	"2006"	Suppressed	41641	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2007"	"2007"	Suppressed	41690	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2008"	"2008"	Suppressed	41554	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2009"	"2009"	Suppressed	41498	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2010"	"2010"	Suppressed	41428	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2011"	"2011"	Suppressed	41396	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2012"	"2012"	Suppressed	41339	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	"2013"	"2013"	Suppressed	41153	Suppressed	Suppressed
